Region, subregion, country or area *,Type,Year,Population Density, as of 1 July (persons per square km)_transformed,Median Age, as of 1 July (years)_transformed,Natural Change, Births minus Deaths (thousands)_transformed,Rate of Natural Change (per 1,000 population)_transformed,Population Change (thousands)_transformed,Population Growth Rate (percentage)_transformed,Population Annual Doubling Time (years)_transformed,Births (thousands)_transformed,Births by women aged 15 to 19 (thousands)_transformed,Crude Birth Rate (births per 1,000 population)_transformed,Total Fertility Rate (live births per woman)_transformed,Net Reproduction Rate (surviving daughters per woman)_transformed,Total Deaths (thousands)_transformed,Male Deaths (thousands)_transformed,Female Deaths (thousands)_transformed,Crude Death Rate (deaths per 1,000 population)_transformed,Life Expectancy at Birth, both sexes (years)_transformed,Male Life Expectancy at Birth (years)_transformed,Female Life Expectancy at Birth (years)_transformed,Life Expectancy at Age 15, both sexes (years)_transformed,Male Life Expectancy at Age 15 (years)_transformed,Female Life Expectancy at Age 15 (years)_transformed,Life Expectancy at Age 65, both sexes (years)_transformed,Male Life Expectancy at Age 65 (years)_transformed,Female Life Expectancy at Age 65 (years)_transformed,Life Expectancy at Age 80, both sexes (years)_transformed,Male Life Expectancy at Age 80 (years)_transformed,Female Life Expectancy at Age 80 (years)_transformed,Infant Deaths, under age 1 (thousands)_transformed,Infant Mortality Rate (infant deaths per 1,000 live births)_transformed,Live Births Surviving to Age 1 (thousands)_transformed,Under-Five Deaths, under age 5 (thousands)_transformed
Cyprus,Country/Area,2022,44.268972,77.804105,30.943487,29.611941,37.83044,36.473727,100,35.168768,31.071448,22.240754,12.889325,10.842627,39.074804,34.920265,41.902216,31.105446,91.841887,82.255466,86.834547,74.997898,86.653677,83.256837,81.268482,81.744706,82.424655,97.634271,96.119738,91.737278,21.012032,32.091036,28.089973,28.40879,34.180331,23.650691,16.50832,28.599068,18.102314,18.158937,17.041426,13.578318,21.546267,17.127407,12.665945,12.770206,22.077669,51.147974,54.522907
Georgia,Country/Area,2022,17.60224,73.560112,30.918727,20.695486,36.304005,20.299672,99.449297,36.247022,31.101249,26.994685,21.562333,21.747212,42.947308,38.763976,46.112477,63.909033,73.779373,60.831954,75.174096,52.077442,51.600103,67.32255,50.530234,41.731774,52.739014,46.227621,30.198968,50.290604,21.019054,34.14017,29.090423,28.413607,35.655485,27.87594,22.994694,30.804469,31.194583,38.366917,22.778056,25.062623,39.312796,22.114238,31.614207,41.870771,29.167946,50.56004,47.161364
Iraq,Country/Area,2022,33.496408,30.173269,33.068565,63.459846,94.524751,57.573892,31.179998,70.257081,32.513795,48.53265,37.501291,41.480793,54.204087,50.319724,57.912771,20.984427,73.339295,64.698747,70.163595,54.033725,61.499834,62.253728,51.065565,50.245164,46.599958,44.389386,42.681348,44.448495,21.408651,37.365287,60.406803,28.704074,38.409554,29.829519,23.880542,33.758737,30.053342,31.437832,27.565895,22.812545,31.507351,26.169784,27.700179,29.276018,34.023128,50.716794,49.955881
Israel,Country/Area,2022,100,54.117932,31.200808,48.315722,45.057321,47.283799,47.898114,39.94746,31.096293,36.635459,31.769264,35.47088,42.349563,38.134393,45.503975,25.167622,93.090238,83.152137,88.184586,76.902884,88.520467,85.414384,85.484858,86.405518,86.73592,100,96.119738,98.85819,21.021096,32.362939,32.552013,28.415739,34.430761,23.964221,16.951694,28.812911,18.06815,18.4901,16.573103,13.70921,21.931694,16.96738,12.41762,13.03742,21.287054,51.343925,51.326651
Jordan,Country/Area,2022,41.542072,39.940518,31.360687,54.90178,40.721536,34.024357,100,42.034156,31.211425,40.157633,29.900876,32.465923,41.98177,38.315431,44.478801,19.086238,78.38705,69.4606,75.520094,59.415252,67.813577,68.947777,55.92434,54.157013,55.791134,51.710358,46.669574,55.365432,21.068718,35.597234,34.439834,28.449144,36.838731,27.040096,20.252553,31.709998,25.053116,25.803248,22.780952,18.210632,26.181959,21.947714,21.22029,22.091043,28.282932,45.417516,36.383932
Kuwait,Country/Area,2022,78.319262,80.594747,30.999764,36.656807,39.748436,40.40093,73.229572,36.021582,31.075413,21.783289,21.896797,22.645601,39.267447,35.476778,41.693255,13.698729,88.992772,80.339778,85.345463,72.290813,84.822418,82.048516,73.78913,75.720675,76.65696,79.140026,84.74946,78.478111,21.016751,33.638507,28.882361,28.412385,35.40394,24.410004,17.488513,29.123894,18.087394,17.800854,16.510719,13.054749,20.900831,16.316201,11.72608,11.262685,20.602234,51.422322,53.211736
Lebanon,Country/Area,2022,100,52.601279,31.002957,34.229453,29.981349,0,99.449297,37.192193,31.119197,29.277375,21.758398,22.149938,42.333757,38.161658,45.437772,38.626424,78.739464,69.64895,75.393983,58.568851,66.419633,67.588711,54.761905,52.211865,54.143221,49.328645,42.527955,52.134773,21.02089,33.46075,29.971835,28.415232,35.229553,26.034661,18.988726,30.96306,24.839593,25.747011,23.005088,18.549473,26.492812,22.666753,22.006407,23.177971,29.508585,44.670987,18.349807
Oman,Country/Area,2022,4.818505,53.651067,31.075434,49.306054,41.103487,46.57225,49.698576,37.188185,31.08251,34.114763,27.375094,29.553903,39.580681,35.665139,42.174168,16.382514,77.896126,69.840518,74.503119,57.908984,67.466457,66.604153,52.488019,52.298076,49.692696,43.078645,39.862746,46.481118,21.024504,34.285638,29.964387,28.418124,35.917066,26.397644,19.78098,30.618458,24.714938,24.67558,22.443189,18.156164,26.112171,21.004155,21.421081,21.08366,28.481279,50.951983,50.104877
Qatar,Country/Area,2022,76.042594,66.029597,30.981183,38.197709,38.560764,37.787356,91.181398,35.521811,31.072503,20.800356,18.309955,18.122677,38.609767,34.548373,41.293893,7.613356,91.263298,83.153747,85.909731,74.927947,89.091711,82.538439,78.443969,81.437577,79.19846,86.317136,94.298193,83.364484,21.01383,33.055614,28.418206,28.410161,34.954369,24.041036,16.769455,29.040809,17.237951,16.22527,16.859622,12.681073,19.920016,16.907219,10.769496,9.285762,21.343262,50.951983,50.104877
Saudi Arabia,Country/Area,2022,5.52181,57.095848,32.02865,48.855903,68.475885,47.297482,47.864712,52.943891,31.233011,32.898461,25.368307,26.827757,46.412303,44.197769,47.595187,14.280947,84.856733,76.778851,80.128009,66.617825,78.396613,74.435861,70.301825,71.507086,69.42123,76.40665,82.889566,73.807116,21.07531,33.242888,44.649727,28.456277,35.1127,25.848111,18.795087,30.741776,22.57603,21.763447,21.692467,17.605361,24.966657,21.995361,18.679508,17.393631,27.76335,52.088651,50.98451
State of Palestine,Country/Area,2022,100,28.556385,31.200916,65.596332,44.202692,58.162288,30.555062,39.086189,31.192918,49.544947,37.397492,41.914498,40.000547,35.973153,42.755189,18.675495,77.035255,67.696236,74.344671,58.01391,65.288079,67.612265,54.838381,52.2873,54.149024,50.68734,45.173989,53.413576,21.049336,36.08598,31.706713,28.435904,37.285626,27.778888,21.303092,32.195004,26.411123,27.793361,23.905864,19.245946,27.695951,22.73293,22.948075,24.727969,29.54077,50.755992,49.054174
Syrian Arab Republic,Country/Area,2022,39.362513,34.277466,31.650093,51.136092,98.610269,93.096606,13.362856,47.968549,31.610232,38.480775,28.95515,30.885998,47.18913,44.320538,49.182288,23.432932,75.029477,63.908324,74.617913,56.113587,59.889966,68.627442,58.330784,55.95129,57.555097,57.033248,53.955755,57.57305,21.147859,36.924463,39.889386,28.509572,38.111178,31.865328,28.658965,33.106596,30.125021,34.090898,24.539282,25.978656,38.9828,23.978013,27.994727,33.457845,29.951323,79.735349,87.340821
Türkiye,Country/Area,2022,36.241291,60.005186,32.633596,40.54542,65.88328,34.831691,100,71.250552,31.574959,29.110462,19.474814,19.330855,73.366182,71.863574,75.855008,23.648273,85.856115,74.70862,83.31313,68.273321,75.310805,79.34216,71.469359,66.910933,74.347561,77.445652,64.060539,80.389585,21.190537,33.992322,61.639676,28.538738,35.650356,25.34746,18.568601,29.992083,21.369705,22.992634,18.385461,15.894897,24.745131,18.490405,16.592266,18.933898,23.000258,39.130366,46.211096
United Arab Emirates,Country/Area,2022,43.447306,65.335893,31.096008,38.218485,41.658425,37.80104,91.065031,37.550658,31.074127,22.032113,14.411715,12.918216,39.789129,36.08673,42.154896,10.743774,87.120246,78.475604,83.178934,69.464811,81.230964,78.581366,70.745386,70.995204,71.974335,74.280691,76.006042,73.470589,21.020628,33.127668,30.308896,28.415197,35.013018,24.583871,17.498863,29.253826,19.598598,18.92487,18.120553,14.464584,21.924316,17.921045,14.297514,13.210723,23.060162,50.951983,50.104877
Yemen,Country/Area,2022,20.85196,27.076658,32.586468,64.313401,80.14827,57.231801,31.553882,64.523964,32.057337,52.989847,40.626804,42.565056,56.835288,54.885095,58.535727,30.519241,59.986149,50.7432,60.236367,43.000195,45.748275,54.490327,43.479148,43.024947,37.890391,34.766624,33.305182,35.994935,21.895383,47.270399,54.499468,29.12942,47.477463,41.548856,39.834067,41.503131,43.441193,47.524211,37.285836,36.162485,50.056299,33.540418,42.739986,48.384313,42.333207,49.776116,49.122603
Belarus,Country/Area,2022,15.34846,84.01579,30.807732,13.377067,35.616412,22.543788,99.449297,37.371161,31.097252,20.914723,15.011444,13.630731,50.207461,45.951128,54.027639,65.077457,76.688101,62.973018,78.283226,54.833493,53.909676,70.766146,54.991333,43.827792,59.307455,63.251279,44.483719,65.003568,21.014579,32.002667,30.148504,28.411014,34.192373,25.796093,20.213405,29.400982,29.382069,36.312846,21.109736,23.179887,36.744413,20.958914,29.774635,39.66216,27.712377,52.140001,53.618993
Bulgaria,Country/Area,2022,20.440963,95.249577,30.726453,0,31.414827,5.972906,99.449297,36.469722,31.131166,19.658238,16.107103,14.83891,50.828393,46.303233,55.005346,94.535286,73.675928,63.275664,72.941278,51.569135,55.207956,63.820069,50.081574,45.605905,49.483806,48.689258,49.756614,47.12725,21.017126,33.156218,29.301383,28.412616,35.035095,27.159665,21.152651,31.053586,31.536329,35.42463,25.672215,24.246236,35.116966,24.634004,32.42196,37.830738,33.352014,50.763832,49.323472
Czechia,Country/Area,2022,44.427551,90.538719,30.873797,19.528555,36.923468,25.909962,99.449297,37.792661,31.093604,21.723015,17.352695,16.728625,48.855434,44.775938,52.366662,52.994443,85.249473,74.267529,82.868506,66.340354,73.249955,77.561477,68.813093,64.340751,71.991742,77.749361,75.315772,75.987811,21.016021,32.168188,30.541263,28.411832,34.26351,24.751325,18.081579,29.266365,21.900216,23.498874,18.898568,16.790874,25.779384,19.190193,18.320051,20.558344,24.569938,51.814774,52.422605
Hungary,Country/Area,2022,35.982661,88.863806,30.811303,13.837606,69.218566,100,11.29087,37.492545,31.124448,21.370643,16.003304,14.83891,50.402831,45.703719,54.745707,65.193103,79.689753,68.546222,78.161966,59.144777,63.752009,70.909826,61.11451,55.299316,62.881801,71.259591,69.160866,68.449605,21.0172,32.493793,30.258797,28.412685,34.520408,25.262664,18.587949,29.793809,27.118831,30.080311,22.705089,19.091831,28.677364,20.95747,26.077625,30.172345,29.673823,75.099539,100
Poland,Country/Area,2022,42.545205,83.662344,30.669347,18.63691,100,100,7.122116,45.227339,31.15581,21.076999,14.619314,13.042131,76.832781,72.707069,82.598849,53.381259,83.262982,71.252332,82.182978,63.878096,68.275491,76.800683,67.533395,61.167089,71.591369,82.640665,78.537031,80.268435,21.034017,32.516565,37.478456,28.4246,34.498331,25.441661,19.308808,29.472217,24.16594,27.317587,19.515164,19.192534,29.91101,19.66498,21.616627,26.127987,25.242746,100,100
Republic of Moldova,Country/Area,2022,32.529568,70.11533,30.906637,16.604304,63.028223,100,3.373577,35.888586,31.093488,25.524923,18.529087,17.812887,42.428835,38.39816,45.378349,69.539798,68.57908,56.738177,70.095689,46.117657,45.887669,60.769825,42.036301,34.780969,41.557577,37.484015,21.628118,42.40241,21.020159,35.587717,28.753363,28.414701,36.865491,28.383716,23.485015,31.284102,36.419036,44.162179,26.768497,26.841277,41.180911,23.554242,38.776129,49.72718,34.01127,69.095479,100
Romania,Country/Area,2022,27.922283,86.8882,30.672825,13.162379,82.68819,82.026546,16.456289,40.451033,31.258667,22.186662,17.883225,17.286245,63.697077,59.168314,68.890964,68.853897,78.215227,67.213289,77.046365,57.633845,61.99728,69.765101,55.123891,49.550084,56.214717,61.748721,60.14901,60.157578,21.031058,33.211958,33.010788,28.423298,35.10601,25.381663,18.820136,29.812548,26.342796,29.795159,21.28352,18.542718,28.470992,19.9345,24.511293,29.402829,27.321536,86.889366,100
Russian Federation,Country/Area,2022,2.873381,80.125244,28.855395,12.554675,35.129204,26.457307,99.449297,75.344082,31.627896,21.492736,15.126777,13.599752,93.803359,91.753348,99.056233,68.463093,71.200267,57.498013,73.946936,48.08793,45.310959,64.943595,53.436321,44.296568,54.978783,58.711637,51.386418,57.209601,21.115068,32.729669,65.56942,28.493578,34.792693,30.476389,27.210649,31.852331,37.130096,45.801199,26.379936,34.189392,51.252259,27.982543,41.093829,53.311096,34.616166,87.894093,57.31632
Slovakia,Country/Area,2022,37.616185,83.047769,30.899421,18.917389,60.667409,100,8.267473,36.372297,31.105636,21.934747,15.922571,14.745973,44.018836,39.843973,47.258637,54.948462,80.341981,69.153124,78.976839,60.336267,65.173284,72.419638,61.247068,56.188372,62.905011,66.272379,65.095944,63.751687,21.016208,32.957049,29.211338,28.411982,34.896388,25.775286,19.486397,29.947303,25.693577,28.721433,21.093472,19.481974,29.682306,20.519742,23.637648,27.895771,27.185558,67.61124,100
Ukraine,Country/Area,2022,22.391645,90.417387,29.681404,0.537371,0,0,99.449297,44.513532,31.234582,18.587213,12.358796,9.944238,93.803359,91.753348,99.056233,88.645315,68.479142,55.62418,71.039907,44.95881,42.626935,61.288013,46.329153,37.399644,47.203419,43.382353,26.901012,47.638771,21.055422,33.777858,36.782762,28.440398,35.479091,30.256918,26.371448,32.170203,38.865958,47.637103,27.998237,34.368418,50.724864,28.879417,43.339408,55.745835,36.400516,0,0
Denmark,Country/Area,2022,45.351231,86.297365,30.953575,26.8539,38.960335,33.477011,99.449297,36.689092,31.07245,23.622423,17.594893,17.007435,42.832413,38.654293,45.982568,41.023088,91.829614,82.078385,87.043116,75.144794,86.590812,83.678453,83.093709,83.30729,84.902327,99.952046,96.119738,95.802524,21.015047,32.364639,29.509391,28.410864,34.361854,24.016096,16.988742,28.877257,18.761155,18.890022,17.532921,14.151287,22.297979,17.526392,13.535984,13.69866,22.670861,51.735907,53.86401
Estonia,Country/Area,2022,9.959072,87.191531,30.930986,21.606176,37.150111,23.652162,99.449297,35.195438,31.072092,22.387576,17.098963,16.294919,39.620397,35.330795,42.645445,49.923843,87.04836,74.069521,85.725414,68.616078,72.785308,81.586857,77.837259,70.812005,82.076505,100,96.119738,95.12947,21.011976,31.973097,28.115022,28.40879,34.139744,25.244707,19.155067,29.167159,23.258548,26.48613,18.50076,18.666432,29.294486,18.996717,20.491051,25.082607,24.132282,50.912785,49.272703
Faroe Islands,Country/Area,2022,12.517258,76.878286,30.935777,30.017077,37.336882,31.698139,99.449297,34.823505,31.069424,30.062485,29.370347,31.877323,38.426512,34.269026,41.206275,50.354524,86.596009,77.820406,82.029381,69.005469,80.342667,77.191679,69.526869,70.278571,69.25876,72.234655,75.35412,70.724528,21.011601,33.177291,27.767285,28.40849,35.245163,24.864196,17.903239,29.639213,19.670926,19.494651,18.622185,14.595476,22.35341,18.360699,14.196053,13.894514,23.521842,50.951983,50.104877
Finland,Country/Area,2022,5.975312,89.647191,30.916246,21.500564,37.610089,28.058292,99.449297,36.188968,31.075687,19.91479,13.881185,12.2057,42.883121,38.590572,46.168331,43.786629,92.651913,81.811155,88.795741,76.002854,85.795445,86.059763,86.244519,84.729781,89.944708,100,96.119738,98.85819,21.012968,31.921096,29.043829,28.409516,34.072621,24.566342,17.915389,29.058859,19.08798,19.881531,17.071281,15.568722,24.44345,18.041126,14.223426,15.39493,22.161596,51.500718,52.897187
Guernsey,Country/Area,2022,100,80.597385,30.935707,28.199159,37.3402,32.163383,99.449297,34.81823,31.069466,21.937838,14.619314,13.042131,38.414798,34.256562,41.194498,33.577878,93.407586,83.921632,88.039072,78.099038,90.543052,86.165756,85.683695,85.64039,88.378031,100,96.119738,98.85819,21.011601,33.46075,27.762347,28.408467,35.219294,24.505631,17.03269,29.802765,17.460447,16.830838,17.104367,13.229976,20.473532,17.666446,10.857188,10.093429,21.297526,50.955903,51.849795
Iceland,Country/Area,2022,1.200294,72.747713,30.939774,33.898765,37.466393,35.830597,100,34.934516,31.069845,25.691836,17.664093,17.069393,38.577513,34.419372,41.369732,30.136413,93.465445,84.370772,87.828887,77.066102,90.193199,84.561729,85.173855,87.871114,85.0706,99.728261,96.119738,93.810284,21.011639,31.849041,27.871151,28.408525,34.04653,23.993151,17.040339,28.75449,17.767812,17.65447,16.767606,14.186332,22.214832,17.607729,12.234532,12.058458,21.808484,50.966878,51.229527
Ireland,Country/Area,2022,24.007187,77.492861,30.987233,32.761268,39.296238,36.213738,100,36.496186,31.079252,24.480171,18.102357,17.657993,41.033722,36.871956,44.023585,29.629963,93.291868,83.783187,88.029372,77.000815,89.337701,85.072851,85.500153,86.879681,86.811353,100,96.119738,95.385231,21.014185,32.200817,29.329908,28.410311,34.25459,24.201791,17.336272,28.938434,17.998526,17.993042,16.972359,14.422149,22.75778,17.64575,12.452861,12.471791,21.929679,51.343925,52.304511
Isle of Man,Country/Area,2022,48.296872,97.190894,30.93507,21.078114,37.335853,29.590859,99.449297,34.821236,31.069624,20.016792,15.887972,14.498141,38.447052,34.289592,41.228403,45.022845,89.865916,80.267336,85.313127,74.783383,86.16443,83.421715,84.878148,85.608061,86.75913,100,96.119738,98.85819,21.011676,34.9015,27.765078,28.408525,36.559979,27.20983,20.682578,31.656537,21.024609,21.181249,19.755898,17.023102,25.33693,20.44394,15.119199,15.331756,24.02972,50.96531,54.552706
Jersey,Country/Area,2022,100,82.691686,30.935844,27.565485,37.383904,39.319923,79.743992,34.833996,31.069571,22.943953,14.930711,13.3829,38.452508,34.295824,41.233399,37.633464,90.104365,79.908345,86.055244,74.002269,84.174644,83.478244,79.025186,76.361873,83.202192,93.238491,89.77309,93.567985,21.011695,33.910071,27.776996,28.408536,35.555804,25.01811,17.756548,30.125873,18.843321,18.767635,17.882604,14.13482,21.649353,18.295244,12.696596,12.645866,22.209027,50.983341,58.103244
Latvia,Country/Area,2022,9.707962,92.804468,30.909572,12.95808,36.144577,11.555829,99.449297,35.287058,31.074295,20.523713,16.049437,14.807931,40.68005,36.249851,43.949708,65.033591,81.388703,68.446413,81.038275,61.404179,63.544284,75.133059,68.711125,61.2533,71.539146,86.36509,85.99578,80.295357,21.012406,32.336089,28.200239,28.409136,34.445479,26.579492,21.030558,30.001315,27.654207,32.318327,21.482479,22.673419,34.707412,21.685654,26.895213,33.520555,27.960003,50.620131,45.067684
Lithuania,Country/Area,2022,14.343039,92.989104,30.888667,10.490905,35.196591,8.299124,99.449297,35.572174,31.07555,21.438644,16.476168,15.520446,42.247265,37.840089,45.61372,73.07697,78.523808,65.229988,79.489369,57.477623,57.963044,72.744683,63.006016,53.55892,67.233684,75.287724,69.429304,72.689846,21.012912,32.322154,28.466511,28.409435,34.361631,27.153537,21.891208,30.209234,29.591159,35.091693,22.225291,25.042566,37.777469,22.955043,29.931006,37.711804,29.088638,50.356484,44.024706
Norway,Country/Area,2022,5.824581,81.771143,30.960851,28.159338,39.614235,36.89792,99.416547,36.390892,31.072851,22.143388,15.149843,13.785626,41.745239,37.481596,44.907786,34.199974,94.478853,84.911672,89.068982,78.462781,91.122495,86.462537,88.013664,89.272051,89.6952,100,96.119738,98.85819,21.013399,31.998588,29.232305,28.409793,34.111869,24.063981,17.134834,28.824899,17.47115,17.240046,16.608751,13.969727,22.073662,17.337006,11.748536,11.442938,21.520204,52.049453,55.805383
Sweden,Country/Area,2022,8.451757,81.723665,30.984926,28.167995,40.950295,35.050629,100,38.161765,31.079463,23.495693,17.05283,16.294919,45.655774,41.222636,49.320405,37.669354,94.675223,85.207879,89.128804,78.742583,91.619941,86.594439,88.477618,90.06412,89.915696,100,96.119738,98.85819,21.01544,31.988732,30.887538,28.411383,34.121458,24.180984,17.250927,28.932923,17.307683,17.043163,16.48933,14.006461,22.086822,17.392354,11.483,11.153173,21.318777,52.519831,54.297756
United Kingdom,Country/Area,2022,90.916953,82.488586,31.070015,25.95706,50.440743,31.479201,99.449297,54.747327,31.265785,22.265482,15.830305,14.684015,87.59275,81.613771,96.328325,39.587483,92.310019,82.85271,87.094854,75.90026,88.023021,83.888084,86.025288,87.655585,86.886786,100,96.119738,98.629352,21.052295,32.460145,46.36728,28.437783,34.457075,24.695887,17.856142,29.397399,19.44724,19.549324,18.289101,15.898908,24.287923,19.127145,14.485028,14.602709,23.615625,57.450646,52.818826
Albania,Country/Area,2022,33.904135,76.511652,30.928899,22.461463,36.693165,21.503831,99.449297,35.64847,31.082689,22.384485,13.638987,11.524164,40.932788,37.116248,43.519117,47.945897,82.977194,73.295196,80.042318,64.621903,73.091429,74.793882,65.055573,64.103669,66.171825,65.169437,63.523662,68.691904,21.015927,34.150026,28.534044,28.41144,35.665297,26.238171,19.546094,30.804193,22.881125,24.399506,20.188908,18.19142,27.266657,20.727657,18.702619,20.886879,25.283555,50.638398,47.003538
Andorra,Country/Area,2022,55.515311,90.609936,30.93556,25.90512,37.34163,31.492885,99.449297,34.816845,31.06936,17.884014,10.859472,8.14746,38.416563,34.261704,41.192714,28.401723,94.757628,84.448043,90.334946,79.703237,91.311087,89.230133,88.564291,86.863516,93.443622,100,96.119738,98.85819,21.011582,33.188167,27.761078,28.408456,35.009227,24.256944,16.904447,29.429366,17.001724,16.625609,16.298949,12.922379,20.376028,17.054733,10.325462,9.87765,20.40666,50.959823,52.869595
Bosnia and Herzegovina,Country/Area,2022,20.634854,88.286159,30.883378,11.192102,35.893851,16.235632,99.449297,35.588618,31.077322,19.543872,13.292989,11.276332,42.49214,38.324156,45.603905,66.572879,80.277109,71.080081,76.850731,60.131079,68.338355,69.166829,53.395534,51.419796,51.445054,49.584399,50.082574,49.267562,21.013979,33.023325,28.480553,28.410173,34.866283,24.129537,16.978543,29.108876,21.900216,22.989504,19.596708,14.614476,22.663068,18.132089,17.964364,19.447165,25.226268,50.932384,49.933807
Croatia,Country/Area,2022,23.559897,93.313536,30.893803,15.901376,36.088918,19.478654,99.449297,35.799618,31.07747,19.755604,14.434782,12.856258,42.672185,38.230832,46.111228,56.272409,87.190378,76.374786,84.12962,69.080083,77.038201,79.535303,71.785459,68.88841,73.610643,80.610614,84.557718,75.47629,21.013474,32.402365,28.678739,28.409977,34.497885,24.042318,17.049189,28.857416,20.233113,21.778993,17.441016,14.625243,23.23074,17.389948,15.664367,17.876162,22.452649,50.873587,49.557452
Gibraltar,Country/Area,2022,100,87.916887,30.935547,27.882322,37.328817,28.838259,99.449297,34.810067,31.06935,23.076865,18.955817,18.30855,38.39859,34.239736,41.177724,37.246648,93.491744,83.643132,88.480462,79.246227,91.518812,87.62846,91.786479,92.725901,93.443622,100,96.119738,98.85819,21.011582,34.398478,27.754733,28.408467,36.144082,26.42857,19.771231,30.966505,19.353506,19.31248,18.312383,15.654013,23.768902,19.157466,12.901157,12.829982,22.363177,50.951042,49.293673
Greece,Country/Area,2022,25.939886,96.346843,30.820282,15.274627,34.506938,20.327039,99.449297,37.073196,31.092212,18.234841,13.604387,11.741016,48.921387,45.809818,51.329353,53.792002,89.606428,78.96177,86.258962,72.302471,81.422289,82.663276,79.167941,78.425562,81.908232,94.91688,96.119738,93.689134,21.016414,32.512146,29.867252,28.411936,34.490749,24.461452,17.748598,29.027168,20.149542,21.649407,17.59096,15.424741,24.448235,17.839949,15.542581,17.701777,22.651149,51.147974,50.636851
Holy See,Country/Area,2022,100,60.361524,36.368504,38.399417,37.326357,40.223043,74.22947,68.11052,45.487742,40.503106,68.6614,29.640275,17.596219,47.886316,66.550454,74.129387,56.956432,51.559248,85.505891,70.741911,55.788506,63.468167,46.887623,46.737475,37.095062,39.249007,57.324,58.538212,37.178981,56.244448,38.94344,43.775426,35.361862,40.014418,40.968452,48.523719,36.450401,54.641234,-13.61786,2.970297,70.201764,86.138881,65.695845,59.133869,51.830882,53.61975,72.344934
Italy,Country/Area,2022,65.203328,100,30.46389,17.80413,27.953062,23.022715,99.449297,46.802859,31.125956,17.418822,12.647127,10.563817,88.895914,81.123473,99.056233,45.860281,95.643045,85.323787,90.59687,80.106618,91.928795,88.787318,91.05231,90.581389,93.443622,100,96.119738,98.85819,21.027837,32.093755,38.961131,28.420498,34.193488,23.833251,16.757306,28.73396,17.283466,17.221787,16.309754,13.58064,21.602895,17.063155,11.387768,11.344239,21.035579,53.244918,51.198624
Kosovo (under UNSC res. 1244),Country/Area,2022,49.747296,59.208613,30.954296,33.606167,37.549567,30.042419,99.449297,35.342048,31.075382,23.855792,15.184443,13.630731,39.137628,34.999878,41.950753,26.072851,87.695329,77.656204,83.712482,70.371836,79.899885,79.587122,74.533496,72.881082,76.117327,95.428389,96.119738,91.387289,21.013661,33.466188,28.250117,28.409954,35.236243,24.70002,17.604907,29.627226,20.415068,21.088494,18.759207,15.088644,23.214988,18.629256,15.437514,16.399841,23.782711,50.755992,46.785009
Malta,Country/Area,2022,100,81.027323,30.937471,27.492768,37.430297,31.506568,99.449297,34.943033,31.070499,20.837448,11.597601,9.107807,38.687835,34.533884,41.484116,32.365589,95.02413,84.792545,90.116676,79.922415,91.740203,88.766119,89.8083,88.447653,93.443622,100,96.119738,98.85819,21.012013,33.183069,27.878682,28.408755,34.952139,23.870304,16.573416,28.961582,16.949289,16.631973,16.11837,12.488535,20.152509,16.224757,10.366439,10.003688,20.267601,50.985301,51.865246
Montenegro,Country/Area,2022,14.828584,78.769488,30.934595,23.273467,37.276933,24.952107,99.449297,35.00203,31.071121,23.648697,17.110497,16.201983,38.957261,34.820086,41.755533,49.337637,82.998234,71.649958,81.3196,63.134289,68.540614,75.104794,63.582135,56.964276,67.976405,71.707161,55.68143,76.808937,21.011676,31.776987,27.934326,28.408571,34.034934,24.307964,17.381569,29.076909,22.976265,25.01436,19.791101,16.571525,25.427255,19.333375,20.125202,22.975784,25.958211,50.933168,49.260563
North Macedonia,Country/Area,2022,27.460934,79.051717,30.916538,16.973082,36.760608,20.36809,99.449297,35.389051,31.079051,21.5051,13.61592,11.555143,40.694171,36.568771,43.615478,58.318147,77.81372,68.837599,74.687436,57.064915,64.804299,66.20609,48.924238,46.952961,46.431685,36.732737,31.31107,40.019798,21.01338,33.045078,28.294477,28.409988,35.122512,24.783105,17.705251,29.700253,23.800735,25.078736,21.249654,16.315652,24.54514,19.697948,20.658731,22.349607,27.354491,50.912785,49.577319
Portugal,Country/Area,2022,36.492402,97.053736,30.866038,18.810045,36.026737,23.802682,99.449297,37.158421,31.088531,18.798945,13.523654,11.741016,47.422211,42.834997,51.40216,47.104473,92.457296,81.032001,88.86688,75.932903,84.729488,86.314147,86.27511,83.926936,90.136191,100,96.119738,97.417854,21.015141,32.186202,29.948634,28.411164,34.276667,24.187683,17.279125,28.96296,19.595787,21.083277,17.184575,15.276748,24.120233,18.059174,14.841862,17.006402,22.206255,51.343925,51.179861
San Marino,Country/Area,2022,100,100,30.935145,17.954758,37.325098,26.1289,99.449297,34.805794,31.069276,15.924332,10.894072,8.240397,38.402201,34.242229,41.183077,41.657147,94.548985,85.423596,88.548368,78.721598,92.169319,85.885464,85.755073,87.466997,86.306535,99.856138,96.119738,93.500679,21.011526,32.179744,27.750816,28.408433,34.301197,23.546085,16.314981,28.591903,16.375966,15.774641,16.013877,12.51028,20.11582,16.447592,9.947483,9.148294,20.557576,50.955903,53.388324
